[Name],,,,
Plane 1,,,,
,,,,
[Data],,,,
X [ m ], Y [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Pressure [ Pa ]
-6.61E-01,9.91E-02,2.86E-01, 2.52437964e-02, 6.80177361e-02
-6.95E-01,6.59E-02,2.88E-01, 2.21948996e-02, 6.83161765e-02
-7.15E-01,1.24E-01,2.88E-01, 2.33534556e-02, 6.73458576e-02
-7.07E-01,1.49E-01,2.87E-01, 2.42334642e-02, 6.70302138e-02
-7.06E-01,1.73E-01,2.86E-01, 2.50912663e-02, 6.66190833e-02
-7.05E-01,1.96E-01,2.84E-01, 2.57534552e-02, 6.61991313e-02
-6.98E-01,2.18E-01,2.82E-01, 2.67516635e-02, 6.58506006e-02
-6.19E-01,1.96E-01,2.82E-01, 3.14411148e-02, 6.64344653e-02
-6.56E-01,1.29E-01,2.86E-01, 2.67298575e-02, 6.74957633e-02
-6.96E-01,1.02E-01,2.88E-01, 2.35653128e-02, 6.77217767e-02
-6.50E-01,1.62E-01,2.85E-01, 2.80768406e-02, 6.69355020e-02
-6.48E-01,1.94E-01,2.83E-01, 2.90128104e-02, 6.63379356e-02
-6.78E-01,1.66E-01,2.85E-01, 2.65288427e-02, 6.67745620e-02
-6.76E-01,1.92E-01,2.84E-01, 2.72452496e-02, 6.62881285e-02
-6.80E-01,2.11E-01,2.83E-01, 2.76659224e-02, 6.59819618e-02
-6.83E-01,1.36E-01,2.87E-01, 2.53931060e-02, 6.72420487e-02
-5.42E-01,2.66E-01,2.78E-01, 3.81676070e-02, 6.46900162e-02
-5.66E-01,2.82E-01,2.77E-01, 3.64282131e-02, 6.43206239e-02
-5.74E-01,5.01E-01,2.44E-01, 2.92776022e-02, 6.00414723e-02
-5.75E-01,5.29E-01,2.37E-01, 2.76038330e-02, 5.96684068e-02
-6.05E-01,5.28E-01,2.35E-01, 2.59254593e-02, 6.00764193e-02
-6.04E-01,5.00E-01,2.42E-01, 2.74847075e-02, 6.04355782e-02
-6.35E-01,5.28E-01,2.34E-01, 2.43414156e-02, 6.04562275e-02
-6.34E-01,4.98E-01,2.41E-01, 2.57998388e-02, 6.08035736e-02
-6.65E-01,5.27E-01,2.32E-01, 2.28385516e-02, 6.08067773e-02
-6.64E-01,4.98E-01,2.40E-01, 2.42022742e-02, 6.11407571e-02
-6.94E-01,5.27E-01,2.31E-01, 2.14090366e-02, 6.11349754e-02
-6.94E-01,4.97E-01,2.39E-01, 2.26751380e-02, 6.14534281e-02
-7.24E-01,5.27E-01,2.30E-01, 2.00531576e-02, 6.14431649e-02
-7.24E-01,4.98E-01,2.38E-01, 2.12228931e-02, 6.17438965e-02
-7.54E-01,5.27E-01,2.29E-01, 1.87718831e-02, 6.17369935e-02
-7.53E-01,4.98E-01,2.36E-01, 1.98511835e-02, 6.20197430e-02
-7.83E-01,5.27E-01,2.27E-01, 1.75675489e-02, 6.20220006e-02
-7.83E-01,4.98E-01,2.35E-01, 1.85640622e-02, 6.22870810e-02
-8.13E-01,5.27E-01,2.27E-01, 1.64408144e-02, 6.22954741e-02
-8.13E-01,4.98E-01,2.35E-01, 1.73617247e-02, 6.25446886e-02
-8.43E-01,5.27E-01,2.26E-01, 1.53762540e-02, 6.25602603e-02
-8.43E-01,4.98E-01,2.34E-01, 1.62269920e-02, 6.27955422e-02
-8.73E-01,5.26E-01,2.25E-01, 1.43583221e-02, 6.28161281e-02
-8.73E-01,4.97E-01,2.33E-01, 1.51461447e-02, 6.30385131e-02
-9.03E-01,5.26E-01,2.24E-01, 1.33847799e-02, 6.30651638e-02
-9.03E-01,4.97E-01,2.32E-01, 1.41172819e-02, 6.32765964e-02
-9.34E-01,5.26E-01,2.24E-01, 1.24576446e-02, 6.33096397e-02
-9.33E-01,4.97E-01,2.32E-01, 1.31429005e-02, 6.35115057e-02
-9.64E-01,5.25E-01,2.23E-01, 1.15780532e-02, 6.35484681e-02
-9.64E-01,4.96E-01,2.31E-01, 1.22216074e-02, 6.37407228e-02
-9.95E-01,5.25E-01,2.22E-01, 1.07450066e-02, 6.37792349e-02
-9.94E-01,4.95E-01,2.31E-01, 1.13492627e-02, 6.39638007e-02
-1.02E+00,5.24E-01,2.22E-01, 9.95804928e-03, 6.39997348e-02
-1.02E+00,4.94E-01,2.31E-01, 1.05213141e-02, 6.41789660e-02
-1.02E+00,4.64E-01,2.39E-01, 1.10278493e-02, 6.43768385e-02
-9.94E-01,4.65E-01,2.39E-01, 1.18933031e-02, 6.41670451e-02
-1.02E+00,4.34E-01,2.46E-01, 1.14721358e-02, 6.45920634e-02
-9.94E-01,4.36E-01,2.47E-01, 1.23696644e-02, 6.43918440e-02
-1.02E+00,4.04E-01,2.53E-01, 1.18461037e-02, 6.48225397e-02
-9.94E-01,4.05E-01,2.54E-01, 1.27733368e-02, 6.46345466e-02
-1.02E+00,3.74E-01,2.60E-01, 1.21463314e-02, 6.50676191e-02
-9.93E-01,3.75E-01,2.60E-01, 1.31000569e-02, 6.48902506e-02
-1.02E+00,3.45E-01,2.66E-01, 1.23724565e-02, 6.53223842e-02
-9.94E-01,3.45E-01,2.66E-01, 1.33458581e-02, 6.51586279e-02
-1.02E+00,3.15E-01,2.71E-01, 1.25230020e-02, 6.55867830e-02
-9.94E-01,3.16E-01,2.71E-01, 1.35062113e-02, 6.54375181e-02
-1.02E+00,2.85E-01,2.76E-01, 1.26037924e-02, 6.58592135e-02
-9.94E-01,2.86E-01,2.76E-01, 1.35850636e-02, 6.57249168e-02
-4.85E-01,5.00E-01,2.49E-01, 3.54243852e-02, 5.87311797e-02
-5.14E-01,5.01E-01,2.47E-01, 3.32393013e-02, 5.91901243e-02
-4.84E-01,4.72E-01,2.55E-01, 3.74151841e-02, 5.92164807e-02
-5.13E-01,4.73E-01,2.53E-01, 3.50659937e-02, 5.96502163e-02
-5.44E-01,5.01E-01,2.45E-01, 3.11922226e-02, 5.96260615e-02
-5.43E-01,4.73E-01,2.51E-01, 3.28710862e-02, 6.00638837e-02
-5.73E-01,4.72E-01,2.50E-01, 3.08236238e-02, 6.04585074e-02
-6.03E-01,4.71E-01,2.49E-01, 2.89139394e-02, 6.08367100e-02
-6.33E-01,4.69E-01,2.48E-01, 2.71259192e-02, 6.11907057e-02
-6.63E-01,4.68E-01,2.47E-01, 2.54349615e-02, 6.15134649e-02
-6.93E-01,4.68E-01,2.46E-01, 2.38199569e-02, 6.18082546e-02
-7.23E-01,4.68E-01,2.45E-01, 2.22801492e-02, 6.20782897e-02
-7.53E-01,4.69E-01,2.44E-01, 2.08237767e-02, 6.23325519e-02
-7.83E-01,4.69E-01,2.43E-01, 1.94593500e-02, 6.25788271e-02
-8.12E-01,4.69E-01,2.42E-01, 1.81840640e-02, 6.28193170e-02
-8.43E-01,4.69E-01,2.41E-01, 1.69824064e-02, 6.30564839e-02
-8.73E-01,4.69E-01,2.41E-01, 1.58459656e-02, 6.32864460e-02
-9.03E-01,4.68E-01,2.40E-01, 1.47720901e-02, 6.35113865e-02
-9.33E-01,4.68E-01,2.40E-01, 1.37577429e-02, 6.37334362e-02
-9.64E-01,4.67E-01,2.39E-01, 1.28003759e-02, 6.39523119e-02
-9.64E-01,4.37E-01,2.47E-01, 1.33085307e-02, 6.41868114e-02
-9.64E-01,4.07E-01,2.54E-01, 1.37427151e-02, 6.44410104e-02
-9.64E-01,3.77E-01,2.60E-01, 1.40965218e-02, 6.47096261e-02
-9.63E-01,3.47E-01,2.66E-01, 1.43630169e-02, 6.49924949e-02
-9.64E-01,3.16E-01,2.71E-01, 1.45355305e-02, 6.52895123e-02
-9.65E-01,2.86E-01,2.76E-01, 1.46127315e-02, 6.55957460e-02
-4.82E-01,4.44E-01,2.60E-01, 3.92573923e-02, 5.97607978e-02
-5.12E-01,4.45E-01,2.58E-01, 3.67415920e-02, 6.01656176e-02
-5.42E-01,4.45E-01,2.57E-01, 3.43918391e-02, 6.05509654e-02
-5.72E-01,4.44E-01,2.56E-01, 3.22077945e-02, 6.09188974e-02
-6.03E-01,4.42E-01,2.55E-01, 3.01797651e-02, 6.12805858e-02
-6.33E-01,4.40E-01,2.54E-01, 2.82859709e-02, 6.16199598e-02
-6.63E-01,4.39E-01,2.53E-01, 2.65012458e-02, 6.19260035e-02
-6.93E-01,4.38E-01,2.52E-01, 2.48028487e-02, 6.22003861e-02
-7.23E-01,4.38E-01,2.51E-01, 2.31842175e-02, 6.24492355e-02
-7.53E-01,4.39E-01,2.51E-01, 2.16562152e-02, 6.26798645e-02
-7.83E-01,4.40E-01,2.50E-01, 2.02272888e-02, 6.29032552e-02
-8.13E-01,4.40E-01,2.49E-01, 1.88916102e-02, 6.31251186e-02
-8.43E-01,4.40E-01,2.48E-01, 1.76372156e-02, 6.33449703e-02
-8.73E-01,4.39E-01,2.48E-01, 1.64573155e-02, 6.35598153e-02
-9.03E-01,4.39E-01,2.47E-01, 1.53463259e-02, 6.37711212e-02
-9.34E-01,4.38E-01,2.47E-01, 1.42982975e-02, 6.39794990e-02
-9.34E-01,4.08E-01,2.54E-01, 1.47612924e-02, 6.42457977e-02
-9.34E-01,3.78E-01,2.60E-01, 1.51402447e-02, 6.45292476e-02
-9.34E-01,3.48E-01,2.66E-01, 1.54270576e-02, 6.48280680e-02
-9.34E-01,3.17E-01,2.71E-01, 1.56117994e-02, 6.51456714e-02
-9.35E-01,2.86E-01,2.76E-01, 1.56883392e-02, 6.54728711e-02
-4.81E-01,4.15E-01,2.65E-01, 4.09200452e-02, 6.03683032e-02
-5.11E-01,4.17E-01,2.63E-01, 3.82357053e-02, 6.07301220e-02
-5.41E-01,4.17E-01,2.62E-01, 3.57267931e-02, 6.10793754e-02
-5.71E-01,4.16E-01,2.61E-01, 3.34073529e-02, 6.14215955e-02
-6.02E-01,4.14E-01,2.60E-01, 3.12649347e-02, 6.17669970e-02
-6.33E-01,4.11E-01,2.59E-01, 2.92668436e-02, 6.20892271e-02
-6.63E-01,4.09E-01,2.59E-01, 2.73872279e-02, 6.23756237e-02
-6.93E-01,4.08E-01,2.58E-01, 2.56046262e-02, 6.26272261e-02
-7.24E-01,4.08E-01,2.57E-01, 2.39166506e-02, 6.28510341e-02
-7.54E-01,4.09E-01,2.57E-01, 2.23328583e-02, 6.30576387e-02
-7.84E-01,4.10E-01,2.56E-01, 2.08559353e-02, 6.32600188e-02
-8.14E-01,4.10E-01,2.55E-01, 1.94777790e-02, 6.34604692e-02
-8.44E-01,4.10E-01,2.55E-01, 1.81882381e-02, 6.36583120e-02
-8.74E-01,4.10E-01,2.54E-01, 1.69781130e-02, 6.38546720e-02
-9.04E-01,4.09E-01,2.54E-01, 1.58376340e-02, 6.40510395e-02
-9.04E-01,3.79E-01,2.60E-01, 1.62407607e-02, 6.43496886e-02
-9.04E-01,3.48E-01,2.66E-01, 1.65456496e-02, 6.46681637e-02
-9.04E-01,3.17E-01,2.71E-01, 1.67412944e-02, 6.50075600e-02
-9.05E-01,2.86E-01,2.76E-01, 1.68180224e-02, 6.53564408e-02
-8.74E-01,3.80E-01,2.61E-01, 1.74021162e-02, 6.41712397e-02
-8.44E-01,3.80E-01,2.61E-01, 1.86310895e-02, 6.39952645e-02
-8.15E-01,3.80E-01,2.61E-01, 1.99391544e-02, 6.38170615e-02
-7.85E-01,3.80E-01,2.62E-01, 2.13406533e-02, 6.36388361e-02
-7.55E-01,3.79E-01,2.62E-01, 2.28503607e-02, 6.34628236e-02
-7.25E-01,3.78E-01,2.63E-01, 2.44787596e-02, 6.32822514e-02
-6.94E-01,3.78E-01,2.64E-01, 2.62296386e-02, 6.30846992e-02
-6.63E-01,3.79E-01,2.64E-01, 2.80907191e-02, 6.28610924e-02
-6.32E-01,3.82E-01,2.64E-01, 3.00585534e-02, 6.25978336e-02
-6.02E-01,3.85E-01,2.65E-01, 3.21535170e-02, 6.22950904e-02
-5.71E-01,3.88E-01,2.65E-01, 3.44098099e-02, 6.19700365e-02
-5.40E-01,3.89E-01,2.66E-01, 3.68667655e-02, 6.16576374e-02
-5.10E-01,3.89E-01,2.67E-01, 3.95237133e-02, 6.13562874e-02
-4.80E-01,3.87E-01,2.68E-01, 4.23632860e-02, 6.10447042e-02
-8.75E-01,2.85E-01,2.76E-01, 1.80125665e-02, 6.52451068e-02
-8.75E-01,3.17E-01,2.72E-01, 1.79323629e-02, 6.48727790e-02
-8.74E-01,3.48E-01,2.66E-01, 1.77230593e-02, 6.45109341e-02
-8.45E-01,3.49E-01,2.67E-01, 1.89637449e-02, 6.43557310e-02
-7.86E-01,3.50E-01,2.67E-01, 2.16751769e-02, 6.40452728e-02
-8.16E-01,3.49E-01,2.67E-01, 2.02750154e-02, 6.42010421e-02
-7.26E-01,3.49E-01,2.68E-01, 2.48643830e-02, 6.37315139e-02
-7.56E-01,3.49E-01,2.67E-01, 2.31937245e-02, 6.38894662e-02
-6.94E-01,3.48E-01,2.68E-01, 2.66812313e-02, 6.35698438e-02
-6.63E-01,3.49E-01,2.69E-01, 2.86087096e-02, 6.33830056e-02
-6.33E-01,3.52E-01,2.69E-01, 3.06545570e-02, 6.31442666e-02
-6.02E-01,3.57E-01,2.69E-01, 3.28442194e-02, 6.28511906e-02
-5.39E-01,3.61E-01,2.70E-01, 3.78202796e-02, 6.22909926e-02
-5.70E-01,3.61E-01,2.69E-01, 3.52284238e-02, 6.25459999e-02
-5.09E-01,3.59E-01,2.71E-01, 4.05836031e-02, 6.20625056e-02
-4.79E-01,3.57E-01,2.72E-01, 4.35384959e-02, 6.18094169e-02
-8.45E-01,2.85E-01,2.76E-01, 1.92839913e-02, 6.51368201e-02
-8.45E-01,3.17E-01,2.72E-01, 1.91868022e-02, 6.47392571e-02
-8.16E-01,3.18E-01,2.72E-01, 2.05017831e-02, 6.46024793e-02
-7.88E-01,3.20E-01,2.72E-01, 2.18844879e-02, 6.44649938e-02
-7.59E-01,3.19E-01,2.72E-01, 2.33924463e-02, 6.43293187e-02
-7.27E-01,3.20E-01,2.72E-01, 2.50939764e-02, 6.41927347e-02
-6.95E-01,3.18E-01,2.72E-01, 2.69519612e-02, 6.40746877e-02
-6.64E-01,3.17E-01,2.73E-01, 2.89357007e-02, 6.39374703e-02
-6.32E-01,3.22E-01,2.73E-01, 3.10708359e-02, 6.37249798e-02
-6.01E-01,3.28E-01,2.72E-01, 3.33913565e-02, 6.34172335e-02
-5.67E-01,3.37E-01,2.72E-01, 3.59237716e-02, 6.31026179e-02
-5.37E-01,3.33E-01,2.73E-01, 3.85851413e-02, 6.29470944e-02
-5.08E-01,3.29E-01,2.73E-01, 4.13658991e-02, 6.28417656e-02
-4.79E-01,3.27E-01,2.74E-01, 4.43830416e-02, 6.26587197e-02
-8.15E-01,2.85E-01,2.76E-01, 2.06441619e-02, 6.50178045e-02
-7.87E-01,2.87E-01,2.76E-01, 2.20423490e-02, 6.48853704e-02
-7.59E-01,2.93E-01,2.76E-01, 2.35232636e-02, 6.47512451e-02
-7.27E-01,2.93E-01,2.76E-01, 2.51538083e-02, 6.46520182e-02
-6.96E-01,2.88E-01,2.76E-01, 2.69548781e-02, 6.45893142e-02
-6.64E-01,2.86E-01,2.76E-01, 2.90061608e-02, 6.45063818e-02
-6.31E-01,2.90E-01,2.76E-01, 3.13473828e-02, 6.43216148e-02
-5.99E-01,2.99E-01,2.75E-01, 3.38641889e-02, 6.40359297e-02
-5.63E-01,3.09E-01,2.75E-01, 3.64184417e-02, 6.37871101e-02
-5.34E-01,3.02E-01,2.75E-01, 3.90019678e-02, 6.37008101e-02
-5.08E-01,2.98E-01,2.76E-01, 4.17626128e-02, 6.36858046e-02
-4.79E-01,2.97E-01,2.76E-01, 4.48528677e-02, 6.35753125e-02
-1.50E+00,5.22E-01,2.18E-01, 0.00000000e+00, 6.69226050e-02
-1.50E+00,4.93E-01,2.27E-01, 0.00000000e+00, 6.70588613e-02
-1.47E+00,5.22E-01,2.18E-01, 5.75750717e-04, 6.68243170e-02
-1.47E+00,4.92E-01,2.27E-01, 6.07029477e-04, 6.69606477e-02
-1.50E+00,4.63E-01,2.36E-01, 0.00000000e+00, 6.72073215e-02
-1.47E+00,4.63E-01,2.36E-01, 6.34993077e-04, 6.71092123e-02
-1.50E+00,4.33E-01,2.44E-01, 0.00000000e+00, 6.73673078e-02
-1.47E+00,4.33E-01,2.44E-01, 6.59541809e-04, 6.72693104e-02
-1.50E+00,4.03E-01,2.51E-01, 0.00000000e+00, 6.75380081e-02
-1.47E+00,4.03E-01,2.51E-01, 6.80601457e-04, 6.74401522e-02
-1.50E+00,3.73E-01,2.58E-01, 0.00000000e+00, 6.77184612e-02
-1.47E+00,3.73E-01,2.58E-01, 6.98135467e-04, 6.76207691e-02
-1.50E+00,3.43E-01,2.65E-01, 0.00000000e+00, 6.79075867e-02
-1.47E+00,3.43E-01,2.65E-01, 7.11899775e-04, 6.78100958e-02
-1.50E+00,3.13E-01,2.70E-01, 0.00000000e+00, 6.81042299e-02
-1.47E+00,3.13E-01,2.70E-01, 7.21899676e-04, 6.80067390e-02
-1.50E+00,2.84E-01,2.76E-01, 0.00000000e+00, 6.83071762e-02
-1.47E+00,2.83E-01,2.76E-01, 7.28909508e-04, 6.82094917e-02
-1.44E+00,5.22E-01,2.18E-01, 1.12828217e-03, 6.66424707e-02
-1.44E+00,4.92E-01,2.27E-01, 1.18862069e-03, 6.67787120e-02
-1.44E+00,4.62E-01,2.36E-01, 1.24243461e-03, 6.69272318e-02
-1.44E+00,4.33E-01,2.44E-01, 1.28953916e-03, 6.70873150e-02
-1.44E+00,4.03E-01,2.51E-01, 1.32980687e-03, 6.72581941e-02
-1.44E+00,3.73E-01,2.58E-01, 1.36320223e-03, 6.74388707e-02
-1.44E+00,3.43E-01,2.65E-01, 1.38912338e-03, 6.76284432e-02
-1.44E+00,3.13E-01,2.71E-01, 1.40788953e-03, 6.78252503e-02
-1.44E+00,2.84E-01,2.76E-01, 1.42075226e-03, 6.80273026e-02
-1.41E+00,5.22E-01,2.18E-01, 1.70917646e-03, 6.64724335e-02
-1.41E+00,4.92E-01,2.27E-01, 1.80103071e-03, 6.66086897e-02
-1.41E+00,4.62E-01,2.36E-01, 1.88298686e-03, 6.67572618e-02
-1.41E+00,4.32E-01,2.44E-01, 1.95476483e-03, 6.69174567e-02
-1.41E+00,4.03E-01,2.51E-01, 2.01613782e-03, 6.70884773e-02
-1.41E+00,3.73E-01,2.58E-01, 2.06705346e-03, 6.72693178e-02
-1.41E+00,3.43E-01,2.65E-01, 2.10664421e-03, 6.74590617e-02
-1.41E+00,3.13E-01,2.71E-01, 2.13580555e-03, 6.76555037e-02
-1.41E+00,2.83E-01,2.76E-01, 2.15595332e-03, 6.78574443e-02
-1.38E+00,5.22E-01,2.19E-01, 2.29329313e-03, 6.62985444e-02
-1.38E+00,4.92E-01,2.28E-01, 2.41714227e-03, 6.64353222e-02
-1.38E+00,4.62E-01,2.36E-01, 2.52764556e-03, 6.65845051e-02
-1.38E+00,4.32E-01,2.44E-01, 2.62444769e-03, 6.67453855e-02
-1.38E+00,4.02E-01,2.52E-01, 2.70727929e-03, 6.69171289e-02
-1.38E+00,3.73E-01,2.58E-01, 2.77589983e-03, 6.70987740e-02
-1.38E+00,3.43E-01,2.65E-01, 2.82975473e-03, 6.72893450e-02
-1.38E+00,3.13E-01,2.71E-01, 2.86924816e-03, 6.74860179e-02
-1.38E+00,2.84E-01,2.76E-01, 2.89692776e-03, 6.76890463e-02
-1.35E+00,5.22E-01,2.19E-01, 2.87880655e-03, 6.61225170e-02
-1.35E+00,4.92E-01,2.28E-01, 3.03478539e-03, 6.62602335e-02
-1.35E+00,4.62E-01,2.36E-01, 3.17429518e-03, 6.64102733e-02
-1.35E+00,4.32E-01,2.44E-01, 3.29661556e-03, 6.65722713e-02
-1.35E+00,4.02E-01,2.52E-01, 3.40126106e-03, 6.67452440e-02
-1.35E+00,3.72E-01,2.59E-01, 3.48776509e-03, 6.69282377e-02
-1.35E+00,3.43E-01,2.65E-01, 3.55617213e-03, 6.71201795e-02
-1.35E+00,3.13E-01,2.71E-01, 3.60561931e-03, 6.73186630e-02
-1.35E+00,2.83E-01,2.76E-01, 3.63996858e-03, 6.75239190e-02
-1.32E+00,5.21E-01,2.19E-01, 3.46810347e-03, 6.59453347e-02
-1.32E+00,4.91E-01,2.28E-01, 3.65623366e-03, 6.60846531e-02
-1.32E+00,4.62E-01,2.36E-01, 3.82500724e-03, 6.62355348e-02
-1.32E+00,4.32E-01,2.44E-01, 3.97315715e-03, 6.63987100e-02
-1.32E+00,4.02E-01,2.52E-01, 4.09993250e-03, 6.65732473e-02
-1.32E+00,3.72E-01,2.59E-01, 4.20468673e-03, 6.67580739e-02
-1.32E+00,3.42E-01,2.65E-01, 4.28758329e-03, 6.69519529e-02
-1.32E+00,3.13E-01,2.71E-01, 4.34762519e-03, 6.71529993e-02
-1.32E+00,2.83E-01,2.76E-01, 4.38795518e-03, 6.73609897e-02
-1.29E+00,5.21E-01,2.19E-01, 4.06437647e-03, 6.57649785e-02
-1.29E+00,4.91E-01,2.28E-01, 4.28511901e-03, 6.59066290e-02
-1.29E+00,4.61E-01,2.37E-01, 4.48327325e-03, 6.60596564e-02
-1.29E+00,4.32E-01,2.45E-01, 4.65714838e-03, 6.62248209e-02
-1.29E+00,4.02E-01,2.52E-01, 4.80598491e-03, 6.64015412e-02
-1.29E+00,3.72E-01,2.59E-01, 4.92903311e-03, 6.65887222e-02
-1.29E+00,3.42E-01,2.65E-01, 5.02625294e-03, 6.67851195e-02
-1.29E+00,3.12E-01,2.71E-01, 5.09712147e-03, 6.69891238e-02
-1.29E+00,2.83E-01,2.76E-01, 5.14301425e-03, 6.71998113e-02
-1.26E+00,5.21E-01,2.20E-01, 4.66991588e-03, 6.55817240e-02
-1.26E+00,4.91E-01,2.29E-01, 4.92405053e-03, 6.57256395e-02
-1.26E+00,4.61E-01,2.37E-01, 5.15173748e-03, 6.58817515e-02
-1.26E+00,4.31E-01,2.45E-01, 5.35141444e-03, 6.60500005e-02
-1.26E+00,4.02E-01,2.52E-01, 5.52224740e-03, 6.62297532e-02
-1.26E+00,3.72E-01,2.59E-01, 5.66348108e-03, 6.64200336e-02
-1.26E+00,3.42E-01,2.65E-01, 5.77484444e-03, 6.66196421e-02
-1.26E+00,3.12E-01,2.71E-01, 5.85611816e-03, 6.68271184e-02
-1.26E+00,2.82E-01,2.76E-01, 5.90787875e-03, 6.70412257e-02
-1.23E+00,5.21E-01,2.20E-01, 5.28515968e-03, 6.53941259e-02
-1.23E+00,4.91E-01,2.29E-01, 5.57467062e-03, 6.55415356e-02
-1.23E+00,4.61E-01,2.37E-01, 5.83273917e-03, 6.57016262e-02
-1.23E+00,4.31E-01,2.45E-01, 6.05854951e-03, 6.58738688e-02
-1.23E+00,4.01E-01,2.52E-01, 6.25151722e-03, 6.60575777e-02
-1.23E+00,3.72E-01,2.59E-01, 6.41024532e-03, 6.62519187e-02
-1.23E+00,3.42E-01,2.65E-01, 6.53439388e-03, 6.64553940e-02
-1.23E+00,3.12E-01,2.71E-01, 6.62516383e-03, 6.66668788e-02
-1.23E+00,2.82E-01,2.76E-01, 6.68347301e-03, 6.68850243e-02
-1.20E+00,5.21E-01,2.20E-01, 5.90777211e-03, 6.52051419e-02
-1.20E+00,4.91E-01,2.29E-01, 6.23559905e-03, 6.53551593e-02
-1.20E+00,4.61E-01,2.38E-01, 6.52652513e-03, 6.55189827e-02
-1.20E+00,4.31E-01,2.45E-01, 6.77904347e-03, 6.56960458e-02
-1.20E+00,4.01E-01,2.53E-01, 6.99394289e-03, 6.58843070e-02
-1.20E+00,3.71E-01,2.59E-01, 7.16980780e-03, 6.60840571e-02
-1.20E+00,3.42E-01,2.65E-01, 7.30541348e-03, 6.62930980e-02
-1.20E+00,3.12E-01,2.71E-01, 7.40451179e-03, 6.65097684e-02
-1.20E+00,2.82E-01,2.76E-01, 7.46981567e-03, 6.67322204e-02
-1.17E+00,5.21E-01,2.20E-01, 6.53681532e-03, 6.50128201e-02
-1.17E+00,4.91E-01,2.29E-01, 6.90396409e-03, 6.51667267e-02
-1.17E+00,4.61E-01,2.38E-01, 7.23003410e-03, 6.53349385e-02
-1.17E+00,4.31E-01,2.46E-01, 7.51123996e-03, 6.55177906e-02
-1.17E+00,4.01E-01,2.53E-01, 7.74757238e-03, 6.57119378e-02
-1.17E+00,3.71E-01,2.59E-01, 7.93972332e-03, 6.59172237e-02
-1.17E+00,3.42E-01,2.66E-01, 8.08806438e-03, 6.61307126e-02
-1.17E+00,3.12E-01,2.71E-01, 8.19643494e-03, 6.63524121e-02
-1.17E+00,2.82E-01,2.76E-01, 8.26833397e-03, 6.65804520e-02
-1.14E+00,5.22E-01,2.21E-01, 7.17248488e-03, 6.48179948e-02
-1.14E+00,4.92E-01,2.30E-01, 7.57816574e-03, 6.49756044e-02
-1.14E+00,4.62E-01,2.38E-01, 7.94022530e-03, 6.51489198e-02
-1.14E+00,4.31E-01,2.46E-01, 8.25329404e-03, 6.53377250e-02
-1.14E+00,4.01E-01,2.53E-01, 8.51395819e-03, 6.55383915e-02
-1.14E+00,3.72E-01,2.60E-01, 8.72293301e-03, 6.57503754e-02
-1.14E+00,3.42E-01,2.66E-01, 8.88456404e-03, 6.59699142e-02
-1.14E+00,3.13E-01,2.71E-01, 9.00266692e-03, 6.61964938e-02
-1.14E+00,2.83E-01,2.76E-01, 9.08045564e-03, 6.64295852e-02
-1.11E+00,5.23E-01,2.21E-01, 7.82287866e-03, 6.46210015e-02
-1.11E+00,4.93E-01,2.30E-01, 8.26580171e-03, 6.47835657e-02
-1.11E+00,4.62E-01,2.38E-01, 8.66343267e-03, 6.49629161e-02
-1.11E+00,4.32E-01,2.46E-01, 9.00928117e-03, 6.51573688e-02
-1.11E+00,4.02E-01,2.53E-01, 9.29765031e-03, 6.53639212e-02
-1.11E+00,3.73E-01,2.60E-01, 9.52746533e-03, 6.55813068e-02
-1.11E+00,3.43E-01,2.66E-01, 9.70379822e-03, 6.58078268e-02
-1.11E+00,3.13E-01,2.71E-01, 9.83136613e-03, 6.60415888e-02
-1.11E+00,2.84E-01,2.76E-01, 9.91278514e-03, 6.62812591e-02
-1.08E+00,5.23E-01,2.21E-01, 8.50132108e-03, 6.44190758e-02
-1.08E+00,4.93E-01,2.30E-01, 8.98141973e-03, 6.45871088e-02
-1.08E+00,4.63E-01,2.38E-01, 9.41420160e-03, 6.47725314e-02
-1.08E+00,4.33E-01,2.46E-01, 9.79278516e-03, 6.49732202e-02
-1.08E+00,4.03E-01,2.53E-01, 1.01091806e-02, 6.51875436e-02
-1.08E+00,3.73E-01,2.60E-01, 1.03618000e-02, 6.54125139e-02
-1.08E+00,3.44E-01,2.66E-01, 1.05542410e-02, 6.56460449e-02
-1.08E+00,3.14E-01,2.71E-01, 1.06907310e-02, 6.58878237e-02
-1.08E+00,2.84E-01,2.76E-01, 1.07741058e-02, 6.61367252e-02
-1.05E+00,5.24E-01,2.21E-01, 9.21241846e-03, 6.42122552e-02
-1.05E+00,4.94E-01,2.30E-01, 9.73279402e-03, 6.43864125e-02
-1.05E+00,4.64E-01,2.39E-01, 1.02015268e-02, 6.45783395e-02
-1.05E+00,4.33E-01,2.46E-01, 1.06131323e-02, 6.47851303e-02
-1.05E+00,4.03E-01,2.53E-01, 1.09580876e-02, 6.50068447e-02
-1.05E+00,3.73E-01,2.60E-01, 1.12338979e-02, 6.52421638e-02
-1.05E+00,3.44E-01,2.66E-01, 1.14422515e-02, 6.54853657e-02
-1.05E+00,3.15E-01,2.71E-01, 1.15855848e-02, 6.57372549e-02
-1.05E+00,2.85E-01,2.76E-01, 1.16686728e-02, 6.59965649e-02
2.37E-02,4.54E-02,0.00E+00, 0.00000000e+00, 6.08268417e-02
