[Name],,,,
Plane 1,,,,
,,,,
[Data],,,,
X [ m ], Y [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Pressure [ Pa ]
9.12E-01,-3.75E-01,2.18E-01, 2.41314806e-02, 1.14608053e-02
9.16E-01,-3.53E-01,2.00E-01, 2.39663776e-02, 1.07022766e-02
8.92E-01,-3.44E-01,1.91E-01, 2.08930448e-02, 1.11489417e-02
9.09E-01,-3.99E-01,2.36E-01, 2.41078530e-02, 1.22352662e-02
9.06E-01,-4.24E-01,2.52E-01, 2.37998310e-02, 1.30452765e-02
9.04E-01,-4.49E-01,2.67E-01, 2.32154466e-02, 1.38851432e-02
9.38E-01,-3.79E-01,2.22E-01, 2.70413309e-02, 1.10212490e-02
9.41E-01,-3.58E-01,2.05E-01, 2.69488059e-02, 1.03246393e-02
9.36E-01,-4.02E-01,2.38E-01, 2.69420259e-02, 1.17517198e-02
9.34E-01,-4.25E-01,2.53E-01, 2.65933517e-02, 1.25172576e-02
9.32E-01,-4.50E-01,2.66E-01, 2.59860102e-02, 1.33131323e-02
9.60E-01,-4.49E-01,2.65E-01, 2.86933575e-02, 1.27906203e-02
9.61E-01,-4.25E-01,2.52E-01, 2.93249656e-02, 1.20375548e-02
9.62E-01,-4.02E-01,2.38E-01, 2.97108199e-02, 1.13125509e-02
9.63E-01,-3.80E-01,2.23E-01, 2.98560336e-02, 1.06194746e-02
9.64E-01,-3.60E-01,2.07E-01, 2.97875125e-02, 9.95845720e-03
9.87E-01,-4.45E-01,2.63E-01, 3.06539107e-02, 1.22995991e-02
9.87E-01,-4.22E-01,2.51E-01, 3.13074477e-02, 1.15905935e-02
9.87E-01,-4.00E-01,2.37E-01, 3.17201577e-02, 1.09014455e-02
9.87E-01,-3.79E-01,2.22E-01, 3.18921283e-02, 1.02388458e-02
9.87E-01,-3.59E-01,2.07E-01, 3.18365544e-02, 9.59766284e-03
9.88E-01,-4.70E-01,2.74E-01, 3.04199439e-02, 1.30071370e-02
9.90E-01,-4.70E-01,2.74E-01, 3.05447914e-02, 1.29801854e-02
9.92E-01,-4.70E-01,2.74E-01, 3.06814257e-02, 1.29620088e-02
9.93E-01,-4.70E-01,2.74E-01, 3.08308527e-02, 1.29385553e-02
9.95E-01,-4.70E-01,2.74E-01, 3.09941433e-02, 1.29112257e-02
9.98E-01,-4.70E-01,2.74E-01, 3.11724525e-02, 1.28825521e-02
1.00E+00,-4.70E-01,2.73E-01, 3.13669853e-02, 1.28518101e-02
1.00E+00,-4.70E-01,2.73E-01, 3.15789990e-02, 1.28187565e-02
9.88E-01,-4.45E-01,2.63E-01, 3.13383564e-02, 1.22700846e-02
9.90E-01,-4.45E-01,2.63E-01, 3.14703174e-02, 1.22441538e-02
9.92E-01,-4.45E-01,2.63E-01, 3.16146426e-02, 1.22278621e-02
9.93E-01,-4.45E-01,2.63E-01, 3.17723900e-02, 1.22064790e-02
9.95E-01,-4.45E-01,2.63E-01, 3.19446959e-02, 1.21817198e-02
9.98E-01,-4.45E-01,2.62E-01, 3.21327671e-02, 1.21560171e-02
1.00E+00,-4.45E-01,2.62E-01, 3.23378779e-02, 1.21285059e-02
1.00E+00,-4.45E-01,2.62E-01, 3.25613543e-02, 1.20990193e-02
9.88E-01,-4.22E-01,2.50E-01, 3.20081562e-02, 1.15632014e-02
9.90E-01,-4.22E-01,2.50E-01, 3.21476683e-02, 1.15398588e-02
9.92E-01,-4.22E-01,2.50E-01, 3.23002525e-02, 1.15252798e-02
9.93E-01,-4.22E-01,2.50E-01, 3.24670412e-02, 1.15052825e-02
9.95E-01,-4.22E-01,2.50E-01, 3.26492190e-02, 1.14823245e-02
9.98E-01,-4.22E-01,2.50E-01, 3.28480564e-02, 1.14585375e-02
1.00E+00,-4.22E-01,2.50E-01, 3.30648758e-02, 1.14332736e-02
1.00E+00,-4.22E-01,2.50E-01, 3.33010629e-02, 1.14063295e-02
9.88E-01,-4.00E-01,2.37E-01, 3.24386284e-02, 1.08745098e-02
9.90E-01,-4.00E-01,2.37E-01, 3.25865299e-02, 1.08521162e-02
9.92E-01,-4.00E-01,2.37E-01, 3.27482559e-02, 1.08390283e-02
9.93E-01,-4.00E-01,2.36E-01, 3.29249986e-02, 1.08202528e-02
9.95E-01,-4.00E-01,2.36E-01, 3.31179984e-02, 1.07989777e-02
9.98E-01,-4.00E-01,2.36E-01, 3.33285667e-02, 1.07770106e-02
1.00E+00,-4.00E-01,2.36E-01, 3.35580744e-02, 1.07539762e-02
1.00E+00,-4.00E-01,2.36E-01, 3.38079445e-02, 1.07296482e-02
9.88E-01,-3.79E-01,2.22E-01, 3.26280072e-02, 1.02115804e-02
9.90E-01,-3.79E-01,2.22E-01, 3.27851735e-02, 1.01891505e-02
9.92E-01,-3.79E-01,2.22E-01, 3.29569951e-02, 1.01769706e-02
9.93E-01,-3.79E-01,2.22E-01, 3.31447460e-02, 1.01587037e-02
9.95E-01,-3.79E-01,2.22E-01, 3.33497263e-02, 1.01386486e-02
9.98E-01,-3.79E-01,2.22E-01, 3.35733071e-02, 1.01181455e-02
1.00E+00,-3.79E-01,2.22E-01, 3.38169038e-02, 1.00967716e-02
1.00E+00,-3.79E-01,2.22E-01, 3.40819433e-02, 1.00745102e-02
9.88E-01,-3.59E-01,2.07E-01, 3.25858295e-02, 9.56965424e-03
9.90E-01,-3.59E-01,2.07E-01, 3.27536240e-02, 9.54831578e-03
9.92E-01,-3.59E-01,2.07E-01, 3.29370499e-02, 9.53876041e-03
9.93E-01,-3.59E-01,2.07E-01, 3.31374183e-02, 9.52141639e-03
9.95E-01,-3.59E-01,2.07E-01, 3.33560556e-02, 9.50201787e-03
9.98E-01,-3.59E-01,2.07E-01, 3.35943513e-02, 9.48198140e-03
1.00E+00,-3.59E-01,2.07E-01, 3.38537209e-02, 9.46109369e-03
1.00E+00,-3.59E-01,2.07E-01, 3.41355950e-02, 9.43964627e-03
8.98E-01,-2.69E-01,1.12E-01, 1.43444054e-02, 9.41345841e-03
8.95E-01,-2.42E-01,7.79E-02, 1.01369591e-02, 9.20827314e-03
8.66E-01,-2.46E-01,7.94E-02, 8.73475987e-03, 1.05261719e-02
8.69E-01,-2.74E-01,1.15E-01, 1.26358895e-02, 1.05871968e-02
9.03E-01,-2.89E-01,1.36E-01, 1.75327472e-02, 9.44304839e-03
9.14E-01,-3.01E-01,1.53E-01, 2.05261409e-02, 9.41171404e-03
9.25E-01,-2.92E-01,1.44E-01, 2.08304618e-02, 8.88647605e-03
9.22E-01,-2.79E-01,1.31E-01, 1.91005804e-02, 8.69530812e-03
9.20E-01,-2.65E-01,1.13E-01, 1.66567359e-02, 8.47116206e-03
9.38E-01,-2.97E-01,1.50E-01, 2.29832605e-02, 8.65308195e-03
9.40E-01,-2.83E-01,1.35E-01, 2.16718242e-02, 8.20722990e-03
9.38E-01,-2.69E-01,1.19E-01, 1.98161937e-02, 7.84636103e-03
7.75E-01,-2.52E-01,7.73E-02, 5.51857613e-03, 1.34898210e-02
7.74E-01,-2.26E-01,3.99E-02, 2.94998311e-03, 1.33608859e-02
7.44E-01,-2.53E-01,7.65E-02, 4.61076526e-03, 1.44793727e-02
7.43E-01,-2.27E-01,3.95E-02, 2.51314417e-03, 1.43167796e-02
7.43E-01,-2.79E-01,1.11E-01, 6.23141415e-03, 1.47308344e-02
7.76E-01,-2.78E-01,1.12E-01, 7.62835005e-03, 1.37084527e-02
7.75E-01,-3.05E-01,1.44E-01, 9.18444619e-03, 1.40436972e-02
7.42E-01,-3.05E-01,1.43E-01, 7.32050790e-03, 1.50836250e-02
8.07E-01,-2.51E-01,7.85E-02, 6.50740787e-03, 1.24978246e-02
8.05E-01,-2.24E-01,4.04E-02, 3.41119384e-03, 1.24059478e-02
8.08E-01,-2.78E-01,1.14E-01, 9.16253217e-03, 1.26762632e-02
8.09E-01,-3.05E-01,1.46E-01, 1.12188514e-02, 1.29917907e-02
7.40E-01,-3.32E-01,1.74E-01, 7.84029439e-03, 1.55772204e-02
7.73E-01,-3.32E-01,1.74E-01, 1.01028839e-02, 1.45415431e-02
8.38E-01,-2.49E-01,7.94E-02, 7.57755712e-03, 1.15001360e-02
8.34E-01,-2.22E-01,4.10E-02, 3.90539085e-03, 1.14634205e-02
8.41E-01,-2.77E-01,1.15E-01, 1.08811883e-02, 1.16248876e-02
8.41E-01,-3.05E-01,1.48E-01, 1.35175325e-02, 1.19373100e-02
8.05E-01,-3.32E-01,1.76E-01, 1.25043094e-02, 1.35154538e-02
8.75E-01,-3.05E-01,1.51E-01, 1.64889935e-02, 1.07717188e-02
8.40E-01,-3.33E-01,1.78E-01, 1.51184741e-02, 1.25062726e-02
8.67E-01,-3.36E-01,1.83E-01, 1.79132018e-02, 1.17119560e-02
9.02E-01,-3.21E-01,1.70E-01, 2.04999857e-02, 1.03068296e-02
9.22E-01,-2.50E-01,9.41E-02, 1.43429283e-02, 8.15521367e-03
9.31E-01,-3.14E-01,1.65E-01, 2.35251319e-02, 9.26849619e-03
9.24E-01,-3.32E-01,1.82E-01, 2.37504672e-02, 9.96173453e-03
9.41E-01,-2.55E-01,1.04E-01, 1.80645790e-02, 7.46792369e-03
9.47E-01,-2.43E-01,8.96E-02, 1.67192481e-02, 6.94262888e-03
9.31E-01,-2.36E-01,7.82E-02, 1.28310267e-02, 7.66191306e-03
9.57E-01,-2.59E-01,1.11E-01, 2.15909630e-02, 6.88285707e-03
9.60E-01,-2.47E-01,9.66E-02, 2.02101693e-02, 6.30664034e-03
9.55E-01,-2.73E-01,1.25E-01, 2.31364947e-02, 7.37044076e-03
9.55E-01,-2.88E-01,1.41E-01, 2.46521421e-02, 7.86039792e-03
9.53E-01,-3.04E-01,1.57E-01, 2.57624462e-02, 8.40129703e-03
9.49E-01,-3.21E-01,1.73E-01, 2.63823718e-02, 9.01759136e-03
9.44E-01,-3.39E-01,1.89E-01, 2.67308187e-02, 9.65778157e-03
9.66E-01,-3.41E-01,1.92E-01, 2.95331199e-02, 9.32447519e-03
9.68E-01,-3.23E-01,1.76E-01, 2.91017555e-02, 8.70230421e-03
9.70E-01,-3.06E-01,1.60E-01, 2.84297373e-02, 8.09732266e-03
9.71E-01,-2.90E-01,1.44E-01, 2.74384804e-02, 7.50807580e-03
9.71E-01,-2.74E-01,1.29E-01, 2.61659957e-02, 6.93159923e-03
9.72E-01,-2.60E-01,1.14E-01, 2.47378163e-02, 6.34821085e-03
9.74E-01,-2.47E-01,9.97E-02, 2.32195593e-02, 5.70896175e-03
9.87E-01,-3.40E-01,1.92E-01, 3.15644108e-02, 8.97534937e-03
9.87E-01,-3.22E-01,1.76E-01, 3.10798027e-02, 8.36763531e-03
9.87E-01,-3.05E-01,1.61E-01, 3.03736199e-02, 7.75801297e-03
9.87E-01,-2.89E-01,1.45E-01, 2.94369869e-02, 7.14966143e-03
9.87E-01,-2.73E-01,1.30E-01, 2.82698125e-02, 6.51968038e-03
9.87E-01,-2.59E-01,1.15E-01, 2.68861149e-02, 5.86781697e-03
9.87E-01,-2.45E-01,1.00E-01, 2.52779350e-02, 5.14046475e-03
9.88E-01,-3.40E-01,1.92E-01, 3.23166586e-02, 8.94543342e-03
9.90E-01,-3.40E-01,1.92E-01, 3.24969925e-02, 8.92265514e-03
9.92E-01,-3.40E-01,1.92E-01, 3.26940008e-02, 8.91270582e-03
9.93E-01,-3.40E-01,1.92E-01, 3.29090208e-02, 8.89438950e-03
9.95E-01,-3.40E-01,1.92E-01, 3.31433825e-02, 8.87461193e-03
9.98E-01,-3.40E-01,1.92E-01, 3.33984680e-02, 8.85477476e-03
1.00E+00,-3.40E-01,1.92E-01, 3.36756706e-02, 8.83516390e-03
1.00E+00,-3.40E-01,1.92E-01, 3.39764059e-02, 8.81555211e-03
9.88E-01,-3.22E-01,1.76E-01, 3.18280198e-02, 8.33555218e-03
9.90E-01,-3.22E-01,1.76E-01, 3.20228077e-02, 8.31008423e-03
9.92E-01,-3.22E-01,1.76E-01, 3.22353467e-02, 8.29805341e-03
9.93E-01,-3.22E-01,1.76E-01, 3.24670039e-02, 8.27800855e-03
9.95E-01,-3.22E-01,1.77E-01, 3.27191539e-02, 8.25743750e-03
9.98E-01,-3.22E-01,1.77E-01, 3.29931751e-02, 8.23715422e-03
1.00E+00,-3.22E-01,1.77E-01, 3.32904011e-02, 8.21722671e-03
1.00E+00,-3.22E-01,1.77E-01, 3.36120985e-02, 8.19746405e-03
9.88E-01,-3.05E-01,1.61E-01, 3.11252661e-02, 7.72216171e-03
9.90E-01,-3.05E-01,1.61E-01, 3.13362740e-02, 7.69349840e-03
9.92E-01,-3.05E-01,1.61E-01, 3.15662175e-02, 7.68052787e-03
9.93E-01,-3.05E-01,1.61E-01, 3.18164974e-02, 7.65935658e-03
9.95E-01,-3.05E-01,1.61E-01, 3.20884474e-02, 7.63747422e-03
9.98E-01,-3.05E-01,1.61E-01, 3.23833823e-02, 7.61568313e-03
1.00E+00,-3.05E-01,1.61E-01, 3.27024981e-02, 7.59405550e-03
1.00E+00,-3.05E-01,1.61E-01, 3.30468193e-02, 7.57283997e-03
9.88E-01,-2.89E-01,1.45E-01, 3.02110463e-02, 7.10867951e-03
9.90E-01,-2.89E-01,1.45E-01, 3.04405857e-02, 7.07479240e-03
9.92E-01,-2.89E-01,1.45E-01, 3.06903627e-02, 7.05886399e-03
9.93E-01,-2.89E-01,1.46E-01, 3.09617203e-02, 7.03494530e-03
9.95E-01,-2.89E-01,1.46E-01, 3.12558934e-02, 7.01037701e-03
9.98E-01,-2.89E-01,1.46E-01, 3.15740258e-02, 6.98619615e-03
1.00E+00,-2.89E-01,1.46E-01, 3.19170505e-02, 6.96286978e-03
1.00E+00,-2.89E-01,1.46E-01, 3.22856382e-02, 6.94053620e-03
9.88E-01,-2.73E-01,1.30E-01, 2.90760864e-02, 6.46979967e-03
9.90E-01,-2.73E-01,1.30E-01, 2.93269437e-02, 6.42663985e-03
9.92E-01,-2.73E-01,1.30E-01, 2.95994133e-02, 6.40526321e-03
9.93E-01,-2.73E-01,1.30E-01, 2.98947468e-02, 6.37617614e-03
9.95E-01,-2.73E-01,1.31E-01, 3.02140061e-02, 6.34684786e-03
9.98E-01,-2.73E-01,1.31E-01, 3.05580534e-02, 6.31832937e-03
1.00E+00,-2.73E-01,1.31E-01, 3.09274234e-02, 6.29122229e-03
1.00E+00,-2.73E-01,1.31E-01, 3.13222073e-02, 6.26602350e-03
9.88E-01,-2.59E-01,1.15E-01, 2.77142655e-02, 5.80721954e-03
9.90E-01,-2.59E-01,1.15E-01, 2.79910341e-02, 5.75394183e-03
9.92E-01,-2.59E-01,1.15E-01, 2.82907821e-02, 5.72638959e-03
9.93E-01,-2.59E-01,1.15E-01, 2.86145229e-02, 5.69065614e-03
9.95E-01,-2.59E-01,1.16E-01, 2.89629772e-02, 5.65457763e-03
9.98E-01,-2.59E-01,1.16E-01, 2.93364935e-02, 5.61936200e-03
1.00E+00,-2.59E-01,1.16E-01, 2.97348946e-02, 5.58589725e-03
1.00E+00,-2.59E-01,1.16E-01, 3.01573500e-02, 5.55505697e-03
9.88E-01,-2.45E-01,1.00E-01, 2.61020623e-02, 5.05829463e-03
9.90E-01,-2.45E-01,1.00E-01, 2.64092591e-02, 4.98359650e-03
9.92E-01,-2.45E-01,1.00E-01, 2.67411172e-02, 4.94337315e-03
9.93E-01,-2.45E-01,1.01E-01, 2.70981304e-02, 4.89620352e-03
9.95E-01,-2.45E-01,1.01E-01, 2.74803005e-02, 4.84844390e-03
9.98E-01,-2.45E-01,1.01E-01, 2.78870668e-02, 4.80272993e-03
1.00E+00,-2.45E-01,1.01E-01, 2.83171069e-02, 4.76056850e-03
1.00E+00,-2.45E-01,1.02E-01, 2.87681315e-02, 4.72349813e-03
5.80E-01,-2.67E-01,9.23E-02,-4.55E-04, 1.98020935e-02
5.78E-01,-3.01E-01,1.40E-01,-2.07E-03, 2.04387251e-02
6.10E-01,-3.05E-01,1.42E-01,-2.06E-04, 1.93489622e-02
6.13E-01,-2.80E-01,1.07E-01, 7.08786829e-04, 1.88511983e-02
6.17E-01,-2.56E-01,7.33E-02, 1.04887108e-03, 1.84602439e-02
5.95E-01,-2.49E-01,6.78E-02, 4.67811013e-04, 1.90777089e-02
6.46E-01,-2.81E-01,1.11E-01, 2.15177517e-03, 1.78314839e-02
6.47E-01,-2.57E-01,7.61E-02, 1.98583491e-03, 1.75006744e-02
6.43E-01,-3.07E-01,1.44E-01, 1.76813221e-03, 1.82508975e-02
5.43E-01,-2.70E-01,9.86E-02,-2.12E-03, 2.12253984e-02
5.47E-01,-3.02E-01,1.42E-01,-4.15E-03, 2.15794090e-02
5.37E-01,-2.39E-01,5.12E-02,-7.86E-04, 2.10674275e-02
5.64E-01,-2.37E-01,4.56E-02,-3.46E-05, 1.99757442e-02
5.91E-01,-2.33E-01,3.95E-02, 4.29549342e-04, 1.90372840e-02
6.21E-01,-2.31E-01,3.80E-02, 8.10354599e-04, 1.81473456e-02
6.50E-01,-2.32E-01,3.92E-02, 1.25960237e-03, 1.72072295e-02
6.80E-01,-2.56E-01,7.62E-02, 2.88066152e-03, 1.64709445e-02
6.81E-01,-2.31E-01,3.94E-02, 1.68262527e-03, 1.62365232e-02
6.79E-01,-2.81E-01,1.11E-01, 3.55225289e-03, 1.67821720e-02
6.76E-01,-3.07E-01,1.44E-01, 3.68449604e-03, 1.71851851e-02
7.12E-01,-2.55E-01,7.62E-02, 3.74400057e-03, 1.54731125e-02
7.11E-01,-2.80E-01,1.11E-01, 4.89320606e-03, 1.57546811e-02
7.12E-01,-2.29E-01,3.93E-02, 2.09516077e-03, 1.52752968e-02
5.47E-01,-3.34E-01,1.82E-01,-6.88E-03, 2.21801531e-02
5.77E-01,-3.32E-01,1.78E-01,-4.11E-03, 2.10309606e-02
6.08E-01,-3.33E-01,1.76E-01,-1.59E-03, 1.99164953e-02
6.41E-01,-3.34E-01,1.76E-01, 9.00135026e-04, 1.88021474e-02
7.09E-01,-3.06E-01,1.43E-01, 5.51621988e-03, 1.61279719e-02
6.74E-01,-3.34E-01,1.75E-01, 3.30617744e-03, 1.77078322e-02
7.07E-01,-3.33E-01,1.74E-01, 5.60520589e-03, 1.66302342e-02
1.01E+00,-4.70E-01,2.73E-01, 3.18097956e-02, 1.27832843e-02
1.01E+00,-4.70E-01,2.73E-01, 3.20606977e-02, 1.27452435e-02
1.01E+00,-4.70E-01,2.73E-01, 3.23330238e-02, 1.27044478e-02
1.02E+00,-4.70E-01,2.73E-01, 3.26280743e-02, 1.26610594e-02
1.02E+00,-4.70E-01,2.72E-01, 3.29470932e-02, 1.26150679e-02
1.02E+00,-4.70E-01,2.72E-01, 3.32911946e-02, 1.25663839e-02
1.03E+00,-4.70E-01,2.72E-01, 3.36613245e-02, 1.25151044e-02
1.04E+00,-4.70E-01,2.72E-01, 3.40581723e-02, 1.24613410e-02
1.04E+00,-4.70E-01,2.71E-01, 3.44820581e-02, 1.24053257e-02
1.05E+00,-4.70E-01,2.71E-01, 3.49327847e-02, 1.23473937e-02
1.06E+00,-4.70E-01,2.71E-01, 3.54095101e-02, 1.22879446e-02
1.06E+00,-4.70E-01,2.70E-01, 3.59105095e-02, 1.22274086e-02
1.07E+00,-4.70E-01,2.70E-01, 3.64329554e-02, 1.21663446e-02
1.08E+00,-4.70E-01,2.69E-01, 3.69726568e-02, 1.21054221e-02
1.09E+00,-4.70E-01,2.69E-01, 3.75237763e-02, 1.20451963e-02
1.11E+00,-4.70E-01,2.68E-01, 3.80784906e-02, 1.19863199e-02
1.12E+00,-4.70E-01,2.67E-01, 3.86266969e-02, 1.19292941e-02
1.13E+00,-4.70E-01,2.67E-01, 3.91557179e-02, 1.18743470e-02
1.15E+00,-4.70E-01,2.66E-01, 3.96500602e-02, 1.18212989e-02
1.17E+00,-4.70E-01,2.65E-01, 4.00914177e-02, 1.17694102e-02
1.19E+00,-4.70E-01,2.64E-01, 4.04591635e-02, 1.17173642e-02
1.21E+00,-4.70E-01,2.63E-01, 4.07305919e-02, 1.16632050e-02
1.23E+00,-4.70E-01,2.62E-01, 4.08808812e-02, 1.16037326e-02
1.25E+00,-4.70E-01,2.60E-01, 4.08837534e-02, 1.15336319e-02
1.01E+00,-4.45E-01,2.62E-01, 3.28045823e-02, 1.20675685e-02
1.01E+00,-4.45E-01,2.62E-01, 3.30689400e-02, 1.20341759e-02
1.01E+00,-4.45E-01,2.62E-01, 3.33558246e-02, 1.19987354e-02
1.02E+00,-4.45E-01,2.62E-01, 3.36665884e-02, 1.19613251e-02
1.02E+00,-4.45E-01,2.62E-01, 3.40024978e-02, 1.19220437e-02
1.02E+00,-4.45E-01,2.61E-01, 3.43646668e-02, 1.18809510e-02
1.03E+00,-4.45E-01,2.61E-01, 3.47539857e-02, 1.18383523e-02
1.04E+00,-4.45E-01,2.61E-01, 3.51710282e-02, 1.17944768e-02
1.04E+00,-4.45E-01,2.61E-01, 3.56158875e-02, 1.17496615e-02
1.05E+00,-4.45E-01,2.60E-01, 3.60880494e-02, 1.17044840e-02
1.06E+00,-4.45E-01,2.60E-01, 3.65861915e-02, 1.16595160e-02
1.06E+00,-4.45E-01,2.60E-01, 3.71079631e-02, 1.16153825e-02
1.07E+00,-4.45E-01,2.59E-01, 3.76497284e-02, 1.15729580e-02
1.08E+00,-4.45E-01,2.59E-01, 3.82063016e-02, 1.15331272e-02
1.09E+00,-4.45E-01,2.58E-01, 3.87706384e-02, 1.14966715e-02
1.11E+00,-4.45E-01,2.58E-01, 3.93335782e-02, 1.14644393e-02
1.12E+00,-4.45E-01,2.57E-01, 3.98835540e-02, 1.14370966e-02
1.13E+00,-4.45E-01,2.57E-01, 4.04064432e-02, 1.14149777e-02
1.15E+00,-4.45E-01,2.56E-01, 4.08855490e-02, 1.13980165e-02
1.17E+00,-4.45E-01,2.55E-01, 4.13017645e-02, 1.13854175e-02
1.19E+00,-4.45E-01,2.54E-01, 4.16340157e-02, 1.13746831e-02
1.21E+00,-4.45E-01,2.53E-01, 4.18576114e-02, 1.13624232e-02
1.23E+00,-4.45E-01,2.53E-01, 4.19489555e-02, 1.13456072e-02
1.25E+00,-4.45E-01,2.52E-01, 4.18885387e-02, 1.13207148e-02
1.01E+00,-4.22E-01,2.50E-01, 3.35580409e-02, 1.13777742e-02
1.01E+00,-4.22E-01,2.50E-01, 3.38372216e-02, 1.13476887e-02
1.01E+00,-4.22E-01,2.50E-01, 3.41400132e-02, 1.13161728e-02
1.02E+00,-4.22E-01,2.49E-01, 3.44677530e-02, 1.12833716e-02
1.02E+00,-4.22E-01,2.49E-01, 3.48216556e-02, 1.12494556e-02
1.02E+00,-4.22E-01,2.49E-01, 3.52027267e-02, 1.12147480e-02
1.03E+00,-4.22E-01,2.49E-01, 3.56117040e-02, 1.11796437e-02
1.04E+00,-4.22E-01,2.49E-01, 3.60488966e-02, 1.11446055e-02
1.04E+00,-4.22E-01,2.49E-01, 3.65140550e-02, 1.11102406e-02
1.05E+00,-4.22E-01,2.48E-01, 3.70061696e-02, 1.10772951e-02
1.06E+00,-4.22E-01,2.48E-01, 3.75232622e-02, 1.10465530e-02
1.06E+00,-4.22E-01,2.48E-01, 3.80621627e-02, 1.10189617e-02
1.07E+00,-4.22E-01,2.47E-01, 3.86182405e-02, 1.09956311e-02
1.08E+00,-4.22E-01,2.47E-01, 3.91851068e-02, 1.09775951e-02
1.09E+00,-4.22E-01,2.47E-01, 3.97543982e-02, 1.09658716e-02
1.11E+00,-4.22E-01,2.46E-01, 4.03155126e-02, 1.09614180e-02
1.12E+00,-4.22E-01,2.46E-01, 4.08554673e-02, 1.09649599e-02
1.13E+00,-4.22E-01,2.45E-01, 4.13588248e-02, 1.09767420e-02
1.15E+00,-4.22E-01,2.45E-01, 4.18074727e-02, 1.09964395e-02
1.17E+00,-4.22E-01,2.44E-01, 4.21806537e-02, 1.10226078e-02
1.19E+00,-4.22E-01,2.44E-01, 4.24581915e-02, 1.10514387e-02
1.21E+00,-4.22E-01,2.43E-01, 4.26194035e-02, 1.10836560e-02
1.23E+00,-4.22E-01,2.43E-01, 4.26414721e-02, 1.11150583e-02
1.25E+00,-4.22E-01,2.42E-01, 4.25069407e-02, 1.11302268e-02
1.01E+00,-4.00E-01,2.36E-01, 3.40796150e-02, 1.07041840e-02
1.01E+00,-4.00E-01,2.36E-01, 3.43745127e-02, 1.06777130e-02
1.01E+00,-4.00E-01,2.36E-01, 3.46940160e-02, 1.06503954e-02
1.02E+00,-4.00E-01,2.36E-01, 3.50394025e-02, 1.06224539e-02
1.02E+00,-4.00E-01,2.36E-01, 3.54117677e-02, 1.05942460e-02
1.02E+00,-4.00E-01,2.36E-01, 3.58119421e-02, 1.05662933e-02
1.03E+00,-4.00E-01,2.36E-01, 3.62403803e-02, 1.05390958e-02
1.04E+00,-4.00E-01,2.36E-01, 3.66970152e-02, 1.05132489e-02
1.04E+00,-4.00E-01,2.35E-01, 3.71810831e-02, 1.04896436e-02
1.05E+00,-4.00E-01,2.35E-01, 3.76909003e-02, 1.04692476e-02
1.06E+00,-4.00E-01,2.35E-01, 3.82236391e-02, 1.04530863e-02
1.06E+00,-4.00E-01,2.35E-01, 3.87750976e-02, 1.04423957e-02
1.07E+00,-4.00E-01,2.35E-01, 3.93394232e-02, 1.04384981e-02
1.08E+00,-4.00E-01,2.34E-01, 3.99088711e-02, 1.04426760e-02
1.09E+00,-4.00E-01,2.34E-01, 4.04736027e-02, 1.04561597e-02
1.11E+00,-4.00E-01,2.34E-01, 4.10215557e-02, 1.04799652e-02
1.12E+00,-4.00E-01,2.33E-01, 4.15383391e-02, 1.05147529e-02
1.13E+00,-4.00E-01,2.33E-01, 4.20074910e-02, 1.05605591e-02
1.15E+00,-4.00E-01,2.33E-01, 4.24116179e-02, 1.06177265e-02
1.17E+00,-4.00E-01,2.32E-01, 4.27325442e-02, 1.06873000e-02
1.19E+00,-4.00E-01,2.32E-01, 4.29449826e-02, 1.07620303e-02
1.21E+00,-4.00E-01,2.32E-01, 4.30283844e-02, 1.08326124e-02
1.23E+00,-4.00E-01,2.32E-01, 4.29697819e-02, 1.08987037e-02
1.25E+00,-4.00E-01,2.32E-01, 4.27469052e-02, 1.09530604e-02
1.01E+00,-3.79E-01,2.22E-01, 3.43698673e-02, 1.00515950e-02
1.01E+00,-3.79E-01,2.22E-01, 3.46820503e-02, 1.00280698e-02
1.01E+00,-3.79E-01,2.22E-01, 3.50197889e-02, 1.00042764e-02
1.02E+00,-3.79E-01,2.22E-01, 3.53842229e-02, 9.98063665e-03
1.02E+00,-3.79E-01,2.22E-01, 3.57762314e-02, 9.95760038e-03
1.02E+00,-3.79E-01,2.22E-01, 3.61963324e-02, 9.93582141e-03
1.03E+00,-3.79E-01,2.22E-01, 3.66445482e-02, 9.91606060e-03
1.04E+00,-3.79E-01,2.22E-01, 3.71202379e-02, 9.89918131e-03
1.04E+00,-3.79E-01,2.22E-01, 3.76218967e-02, 9.88627970e-03
1.05E+00,-3.79E-01,2.21E-01, 3.81469131e-02, 9.87857208e-03
1.06E+00,-3.79E-01,2.21E-01, 3.86913642e-02, 9.87740047e-03
1.06E+00,-3.79E-01,2.21E-01, 3.92497443e-02, 9.88423731e-03
1.07E+00,-3.79E-01,2.21E-01, 3.98147628e-02, 9.90061089e-03
1.08E+00,-3.79E-01,2.21E-01, 4.03771400e-02, 9.92799271e-03
1.09E+00,-3.79E-01,2.21E-01, 4.09255028e-02, 9.96771920e-03
1.11E+00,-3.79E-01,2.21E-01, 4.14465219e-02, 1.00208391e-02
1.12E+00,-3.79E-01,2.20E-01, 4.19253297e-02, 1.00883981e-02
1.13E+00,-3.79E-01,2.20E-01, 4.23458368e-02, 1.01708528e-02
